car_name,brand,car_model,registration,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota Allion G 2017,Toyota,Allion,2020,2017,Automatic,Saloon,"Petrol, Octane",1500,60000,3170000
Toyota Noah HV G LTD PUSH 1DP NS 2018,Toyota,Noah,2019,2018,Automatic,MPV,"Hybrid, Octane",1800,87000,2995000
Toyota Premio F Ex 2014,Toyota,Premio,2015,2014,Automatic,Saloon,Octane,1500,48277,2627400
Toyota Axio 2016,Toyota,Axio,2018,2016,Automatic,Saloon,Octane,1500,71000,2204000
Toyota Hilux 2005,Toyota,Hilux,2007,2005,Manual,SUV / 4x4,Diesel,2779,85000,1612400
Honda CR-V Ex 2018,Honda,CR-V,2020,2018,Automatic,SUV / 4x4,Octane,1500,10739,6322000
Toyota Premio G superior 2008,Toyota,Premio,2014,2008,Automatic,Saloon,Octane,1500,72000,1838600
Toyota Axio x 2010,Toyota,Axio,2012,2010,Automatic,Saloon,"Petrol, CNG",1500,52341,1496400
Toyota Premio F EX 2015,Toyota,Premio,2017,2015,Automatic,Saloon,Octane,1500,37000,2784000
"Toyota Esquire XI , GRADE : 4 2018",Toyota,Esquire,2020,2018,Automatic,MPV,Octane,1800,31000,3280000
Toyota Allion G 2018,Toyota,Allion,2023,2018,Automatic,Saloon,Octane,1500,17121,3550000
Toyota Premio FL 2016,Toyota,Premio,2018,2016,Automatic,Saloon,"Petrol, Octane",1500,38450,3190000
Toyota Land Cruiser Prado TX 2019,Toyota,Prado,2022,2019,Automatic,SUV / 4x4,Octane,2700,17942,17200000
Toyota Hiace Central AC 2005,Toyota,Hiace,2006,2005,Automatic,MPV,"CNG, Octane",2000,96000,1386200
Toyota Premio white 2005,Toyota,Premio,2007,2005,Automatic,Saloon,"CNG, Octane",1500,89000,1350000
Toyota Aqua 2013,Toyota,Aqua,2018,2013,Automatic,Hatchback,Hybrid,1500,52000,1299200
Nissan Sunny . 2003,Nissan,Sunny,2003,2003,Automatic,Saloon,"CNG, Octane",1300,134000,600000
Mitsubishi Pajero 1995,Mitsubishi,Pajero,1998,1995,Manual,SUV / 4x4,Octane,1100,73000,359600
Audi Q5 Quottro 2011,Audi,Q5,2012,2012,Automatic,SUV / 4x4,"Petrol, Octane",2000,126000,6000000
Toyota Allion A15 super fresh 2012,Toyota,Allion,2016,2012,Automatic,Saloon,"CNG, Octane",1500,66300,2150000
Toyota Corolla X Fielder 2004,Toyota,Corolla,2009,2004,Automatic,Saloon,"Octane, LPG",1500,70000,1110000
Toyota Noah Si 2011,Toyota,Noah,2016,2011,Automatic,MPV,"CNG, Octane",2000,58451,2355000
Toyota Noah GL 2006,Toyota,Noah,2008,2006,Automatic,MPV,"CNG, Octane",1800,70000,1218000
Mitsubishi GLX Lancer 2010,Mitsubishi,Lancer,2011,2010,Automatic,Saloon,Octane,1300,67500,975000
Toyota Noah SI 2016,Toyota,Noah,2018,2016,Automatic,MPV,Petrol,2000,55000,2920800
Toyota Hiace 2015,Toyota,Hiace,2018,2015,Automatic,MPV,Petrol,2000,55000,3398800
Toyota Corolla X 2005,Toyota,Corolla,2011,2005,Automatic,Saloon,"CNG, Octane",1500,82753,1189000
Toyota Harrier 2016,Toyota,Harrier,2019,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2000,39157,6148000
Toyota Corolla X 2004,Toyota,Corolla,2008,2003,Automatic,Saloon,"CNG, Octane",1500,165000,1125000
Toyota Harrier Progress 2018,Toyota,Harrier,2020,2018,Automatic,SUV / 4x4,"Petrol, Octane",2000,38451,9106000
Toyota Premio F 2016,Toyota,Premio,2021,2016,Automatic,Saloon,Octane,1500,38000,3054000
Toyota Probox gl 2004,Toyota,Probox,2005,2004,Automatic,Estate,"CNG, Octane",1500,90000,614800
Toyota Premio F 2005,Toyota,Premio,2008,2005,Automatic,Saloon,"CNG, Octane",1500,120000,1561000
Toyota Corolla x 2005,Toyota,Corolla,2007,2005,Automatic,Saloon,"CNG, Octane",1500,84000,1247000
Toyota AC Limited 1993,Toyota,AC,1995,1993,Automatic,Saloon,"CNG, Octane",1500,95000,382800
Toyota Allion A15 G 2009,Toyota,Allion,2016,2009,Automatic,Saloon,"CNG, Octane",1500,62000,1838600
Honda CR-V Ex 2018,Honda,CR-V,2020,2018,Automatic,SUV / 4x4,Octane,1500,10739,6322000
Toyota Premio Fl 2018,Toyota,Premio,2021,2018,Automatic,Saloon,Octane,1500,45000,3978800
Toyota C-HR 2017,Toyota,C-HR,2019,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,44600,3944000
Mitsubishi Outlander 2010,Mitsubishi,Outlandar,2012,2010,Automatic,SUV / 4x4,Octane,2000,66500,2610000
Toyota Allion G Package 2008,Toyota,Allion,2013,2008,Automatic,Saloon,"Octane, LPG",1500,65000,1820000
Toyota Premio G 2006,Toyota,Premio,2022,2016,Automatic,Saloon,Octane,1500,65850,3266000
Nissan X-Trail 2016,Nissan,X-Trail,2017,2016,Automatic,SUV / 4x4,"Hybrid, Octane",2000,35650,4002000
Honda Vezel hybrid 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,62000,1770000
"Toyota Axio ""G"" Push Start 2009",Toyota,Axio,2014,2009,Automatic,Saloon,"CNG, Octane",1500,159000,1490000
Suzuki Alto Ex 2011,Suzuki,Alto,2014,2011,Automatic,Hatchback,Octane,660,23500,684400
Suzuki Alto ZEN 2003,Suzuki,Alto,2005,2003,Manual,Hatchback,"CNG, Octane",1000,200,261000
Toyota Axio 2012,Toyota,Axio,2013,2012,Automatic,Saloon,Octane,1331,43212,1693600
Mitsubishi Lancer gray 2015,Mitsubishi,Lancer,2015,2015,Automatic,Saloon,"Octane, LPG",1500,67000,1690000
Toyota Allion G plus 2003,Toyota,Allion,2008,2003,Automatic,Saloon,"CNG, Octane",1500,63200,1154200
Toyota Aqua 2014,Toyota,Aqua,2016,2014,Automatic,Hatchback,Hybrid,1500,136000,1566000
Toyota Yaris 2006,Toyota,Yaris,2007,2006,Automatic,Saloon,"Oil,CNG",1300,75000,800400
Toyota Hiace 2015,Toyota,Hiace,2018,2015,Automatic,MPV,"Petrol, Octane",2000,43675,2610000
"Toyota C-HR S LED, GRADE : 4 2018",Toyota,C-HR,2022,2018,Automatic,SUV / 4x4,Hybrid,1800,35215,2990000
Toyota Premio F 2016,Toyota,Premio,2017,2016,Automatic,Saloon,Octane,1500,76500,3190000
BMW 7 Series 730Li Long Wheelbase 2005,BMW,7 Series,2005,2005,Automatic,Saloon,Octane,3000,57344,4430000
Nissan Bluebird Sylphy & Octane 2014,Nissan,Bluebird,2015,2014,Automatic,Saloon,"Petrol, Octane",1600,57542,1960000
Toyota Cami Limited Edition 2001,Toyota,Cami,2007,2001,Automatic,SUV / 4x4,"CNG, Octane",1300,70000,684400
Toyota Noah X G Edition 2011,Toyota,Noah,2015,2011,Automatic,MPV,"CNG, Octane",2000,56230,2372200
Honda CR-V 2005,Honda,CR-V,2007,2005,Automatic,SUV / 4x4,Octane,2400,89000,1450000
Toyota Premio F-EX 2012,Toyota,Premio,2015,2012,Automatic,Saloon,"CNG, Octane",1500,45360,2470800
Toyota Axio G Ltd 2011,Toyota,Axio,2013,2011,Automatic,Saloon,Octane,1500,47000,1595000
Nissan Sunny 2004,Nissan,Sunny,2004,2004,Automatic,Saloon,"CNG, Octane",1500,76800,700000
Toyota Raum G PKG 2004,Toyota,Raum,2007,2004,Automatic,Hatchback,"CNG, Octane",1500,57580,1032400
Honda Grace 2016,Honda,Grace,2017,2016,Automatic,Saloon,Hybrid,1500,34703,2262000
Toyota C-HR G LED 2017,Toyota,C-HR,2023,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,62370,3932400
Toyota Harrier 2015,Toyota,Harrier,2017,2015,Automatic,SUV / 4x4,Octane,2000,21000,6484400
Maruti Suzuki Vitara Brezza 1994,Maruti Suzuki,Vitara Brezza,1997,1994,Manual,Suv,CNG,1600,113000,266800
"Toyota Axio ""G"" Push Start 2009",Toyota,Axio,2014,2009,Automatic,Saloon,"CNG, Octane",1500,159000,1390000
Toyota Premio FEX.PAKG 2008,Toyota,Premio,2008,2008,Automatic,Saloon,"CNG, Octane",1500,120000,1780000
Toyota Axio 2015,Toyota,Axio,2017,2015,Automatic,Saloon,"Hybrid, Octane",1500,34560,1763200
Toyota Fielder X 2011,Toyota,Fielder,2013,2011,Automatic,Estate,"Octane, LPG",1500,58250,1390840
Audi Q5 Quottro 2011,Audi,Q5,2010,2009,Automatic,SUV / 4x4,"Petrol, Octane",2000,34000,6190000
Toyota Corona Premio 1997,Toyota,Corona,2004,1997,Automatic,Saloon,"CNG, Octane",1600,95000,568400
Toyota Corona premio 2000,Toyota,Corona,2004,2000,Automatic,Saloon,"CNG, Octane",1500,75000,846800
Toyota Premio F 2005,Toyota,Premio,2007,2005,Automatic,Saloon,"CNG, Octane",1500,95000,1521000
Toyota Prado 2012,Toyota,Prado,2016,2012,Automatic,SUV / 4x4,Octane,2700,31000,7900000
Kia Sportage 2012,Kia,Sportage,2014,2012,Automatic,SUV / 4x4,"Octane, CNG",2000,55032,2267800
Toyota RAV4 2003,Toyota,RAV4,2005,2009,Automatic,SUV / 4x4,Octane,2000,56000,1334000
Toyota Prado TX 2017,Toyota,Prado,2018,2017,Automatic,SUV / 4x4,"Petrol, Octane",2700,26000,10400000
Toyota Premio G Superior 2012,Toyota,Premio,2018,2012,Automatic,Saloon,"CNG, Octane",1500,57300,2378000
Toyota Wish 7 Sitter (Sunroof) 2011,Toyota,Wish,2018,2011,Automatic,Estate,Octane,1800,65000,2330000
Toyota Premio G Superior 2011,Toyota,Premio,2016,2015,Automatic,Saloon,"CNG, Octane",1500,47900,2592400
"Toyota Axio W-XB, MIKA BLUE 2018",Toyota,Axio,2022,2018,Automatic,Saloon,Octane,1500,54994,2990000
BMW 3 Series 320i 2005,BMW,3 Series,2005,2005,Automatic,Saloon,Octane,2000,46000,1930000
Toyota Corolla X 2002,Toyota,Corolla,2005,2002,Automatic,Saloon,"CNG, Octane",1500,90000,904800
Toyota Allion G 2016,Toyota,Allion,2018,2016,Automatic,Saloon,Octane,1500,29800,2995200
Toyota Rush SUV 2008,Toyota,Rush,2010,2008,Automatic,SUV / 4x4,"CNG, Octane",1500,65300,1212200
Mitsubishi Lancer . 2006,Mitsubishi,Lancer,2007,2006,Automatic,Saloon,LPG,1600,100050,720000
Honda Civic in Metallic black 2021,Honda,Civic,2022,2021,Automatic,Saloon,Octane,1500,7000,4690000
Toyota Raum X 2004,Toyota,Raum,2006,2004,Automatic,Hatchback,"CNG, Octane",1500,68700,939600
Toyota Aqua 2015,Toyota,Aqua,2017,2015,Automatic,Hatchback,Hybrid,1500,50200,1716800
Toyota Fielder X 2014,Toyota,Fielder,2015,2014,Automatic,Estate,"Petrol, Octane",1500,45210,1796840
Toyota Corolla 110 1995,Toyota,Corolla,1998,1995,Automatic,Saloon,"CNG, Octane",1331,150000,440800
Toyota Premio f ex 2017,Toyota,Premio,2019,2017,Automatic,Saloon,Octane,1500,25000,3462600
Toyota Starlet Soleil ep82 1995,Toyota,Starlet,1998,1995,Automatic,Hatchback,"CNG, Octane",1300,125855,400200
Toyota Allion G 2014,Toyota,Allion,2015,2014,Automatic,Saloon,Octane,1500,46500,2430200
Toyota Corolla 90 sprinter,Toyota,Corolla,1997,1990,Automatic,Saloon,"CNG, Octane",1300,120000,162400
Toyota Allion A15 2009,Toyota,Allion,2015,2009,Automatic,Saloon,"CNG, Octane",1500,54326,1920960
Toyota Noah X 2004,Toyota,Noah,2009,2004,Automatic,MPV,"CNG, Octane",2000,97451,1290000
Toyota Premio F 2005,Toyota,Premio,2019,2015,Automatic,Saloon,Octane,1500,65000,2531000
Mazda Axela 2016,Mazda,Axela,2018,2016,Automatic,Saloon,"Petrol, Octane",1500,40000,2610000
Toyota Rush 2006,Toyota,Rush,2008,2006,Automatic,SUV / 4x4,Octane,1500,88650,1299200
Toyota Esquire Noah 2016,Toyota,Esquire,2018,2016,Automatic,MPV,Octane,2000,25000,4268800
Honda Civic Ex Sensing 2018,Honda,Civic,2018,2018,Automatic,Saloon,Octane,1500,36541,3550000
Nissan Bluebird octane drive 2005,Nissan,Bluebird,2008,2005,Automatic,Saloon,Octane,1500,75254,885500
Toyota Premio G 2009,Toyota,Premio,2011,2009,Automatic,Saloon,Octane,1500,75200,2117000
Toyota Land Cruiser 1993,Toyota,Land Cruiser,1999,1993,Manual,Full-size SUV,Diesel,2400,71000,551000
Nissan X-Trail 2020,Nissan,X-Trail,2022,2020,Automatic,SUV / 4x4,Octane,2000,11000,6142200
Toyota Allion A15 G 2006,Toyota,Allion,2008,2006,Automatic,Saloon,"Octane, LPG",1500,65230,1560200
Toyota Fielder X 2015,Toyota,Fielder,2016,2015,Automatic,Estate,Hybrid,1500,85000,1948800
Toyota Prado TX 2010,Toyota,Prado,2013,2010,Automatic,SUV / 4x4,Diesel,3000,15010,8700000
Mitsubishi Attrage 2015,Mitsubishi,Attrage,2017,2015,Automatic,Saloon,Octane,1300,29000,1136800
Toyota Allion A15 2016,Toyota,Allion,2019,2016,Automatic,Saloon,"Petrol, Octane",1500,19000,3050800
Toyota Allion push start 2008,Toyota,Allion,2010,2008,Automatic,Saloon,Octane,1500,75000,1890000
Toyota Allion A15 2017,Toyota,Allion,2019,2017,Automatic,Saloon,"Petrol, Octane",1500,3078,3248000
Toyota Premio F 2008,Toyota,Premio,2012,2008,Automatic,Saloon,Octane,1500,82000,1990000
Toyota Starlet good 1992,Toyota,Starlet,1995,1994,Automatic,Hatchback,CNG,1300,150000,382800
Toyota Fielder 2017,Toyota,Fielder,2022,2017,Automatic,Estate,"CNG, Octane",1500,65000,1525400
Toyota Premio G 2012,Toyota,Premio,2014,2012,Automatic,Saloon,Octane,1500,63200,2424400
Toyota Hiace Super GL 2010,Toyota,Hiace,2014,2010,Automatic,MPV,"CNG, Octane",2000,72000,2082200
Toyota Fielder G PACKAGE 2010,Toyota,Fielder,2012,2010,Automatic,Estate,"CNG, Octane",1500,55000,1438400
Honda Grace 2017,Honda,Grace,2019,2017,Automatic,Saloon,"Hybrid, Octane",1500,14939,3074000
Toyota Premio F-EX 2017,Toyota,Premio,2018,2017,Automatic,Saloon,"CNG, Octane",1500,50000,3444000
Toyota Aqua 2015,Toyota,Aqua,2018,2015,Automatic,Hatchback,Hybrid,1500,75104,2006800
Toyota Prius 2016,Toyota,Prius,2019,2016,Automatic,Hatchback,"Hybrid, Octane",1800,34560,2436000
Toyota Fielder 2014,Toyota,Fielder,2015,2014,Automatic,Estate,"Petrol, Octane",1500,34544,1738840
Toyota Allion G WINE 2016,Toyota,Allion,2018,2016,Automatic,Saloon,Petrol,1500,75000,3040800
Nissan X-Trail 2016,Nissan,X-Trail,2019,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,42000,4176000
Mitsubishi Pajero Exceed 2004,Mitsubishi,Pajero,2006,2004,Automatic,SUV / 4x4,Octane,3000,73254,3016000
Toyota Probox GL 2003,Toyota,Probox,2005,2003,Automatic,Estate,"Petrol, CNG, Octane",1500,65000,638000
BMW 320i 2005,BMW,320i,2007,2005,Automatic,Saloon,Octane,2000,62000,2899998.84
Toyota Sprinter 2000,Toyota,Sprinter,2002,2000,Automatic,Saloon,"CNG, Octane",1331,75000,754000
Honda Vezel RS 2016,Honda,Vezel,2020,2016,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1500,50000,2622000
Honda Vezel S 2015,Honda,Vezel,2016,2015,Automatic,SUV / 4x4,Octane,1500,55647,2534600
Honda Civic Wine 2018,Honda,Civic,2020,2018,Automatic,Saloon,Octane,1500,49911,4150000
Honda Vezel 2014,Honda,Vezel,2018,2014,Automatic,SUV / 4x4,Octane,1500,54500,2290000
Toyota Prado TX LIMITED 2016,Toyota,Prado,2021,2016,Automatic,SUV / 4x4,"Petrol, Octane",2700,27905,12799999
Toyota Noah G 2016,Toyota,Noah,2018,2016,Automatic,MPV,"Hybrid, Octane",1800,77000,2838000
Mitsubishi Lancer 2005,Mitsubishi,Lancer,2005,2005,Automatic,Saloon,Octane,1300,62690,610000
Toyota Axio X 2008,Toyota,Axio,2011,2008,Automatic,Saloon,"CNG, Octane",1496,85000,1554400
Toyota Fielder G 2014,Toyota,Fielder,2016,2014,Automatic,Estate,"Octane, Other fuel type",1500,63000,2030000
Mazda Axela 15S 2014,Mazda,Axela,2016,2014,Automatic,Saloon,"Octane, Other fuel type",1500,10000,2552000
Tata Ambulance 2013,Tata,Ambulance,2017,2013,Manual,MPV,Diesel,2200,85000,429200
Nissan Sunny 2008,Nissan,Sunny,2008,2008,Automatic,Saloon,"CNG, Octane",1300,130000,830000
Mitsubishi Lancer EX GLS 2017,Mitsubishi,Lancer,2018,2017,Automatic,Saloon,Octane,1500,56000,1950000
BMW 5 Series Premium Edition V8 2012,BMW,5 Series,2013,2012,Automatic,Saloon,Octane,2000,23000,5700000
BMW 328i . 1995,BMW,328i,2001,1995,Automatic,Saloon,"CNG, Octane",1500,89500,1130000
Toyota TownAce Noah 2009,Toyota,TownAce,2012,2009,Automatic,MPV,"CNG, Octane",1500,89000,835200
Toyota Corolla XE Saloon 2000,Toyota,Corolla,2003,2000,Automatic,Saloon,"CNG, Octane",1500,75000,725000
Mazda CX-7 2006,Mazda,CX-7,2008,2006,Automatic,SUV / 4x4,"CNG, Octane",2260,75000,1966200
Nissan Sunny 2004,Nissan,Sunny,2009,2004,Automatic,Saloon,"CNG, Octane",1500,102000,650000
Mitsubishi Lancer Ex.GLS. 2015,Mitsubishi,Lancer,2015,2015,Automatic,Saloon,"Octane, LPG",1500,58000,1520000
Lexus NX 300H 2015,Lexus,NX,2017,2015,Automatic,SUV / 4x4,"Hybrid, Octane",2500,35120,8874000
Toyota Harrier Non Hybrid 2020,Toyota,Harrier,2023,2020,Automatic,SUV / 4x4,Octane,2000,28633,10400000
Nissan X-Trail 2017,Nissan,X-Trail,2020,2017,Automatic,SUV / 4x4,Hybrid,2000,20000,4930000
BMW 3 Series 320i 2005,BMW,3 Series,2006,2005,Automatic,Saloon,Octane,2000,65000,1940000
Toyota Noah X 2004,Toyota,Noah,2007,2004,Automatic,MPV,"CNG, Octane",2000,78000,1420000
Mitsubishi Lancer 2005,Mitsubishi,Lancer,2005,2005,Automatic,Saloon,Octane,1300,62690,610000
Jaguar XJ 2015,Jaguar,XJ,2015,2015,Automatic,Saloon,"Petrol, Octane",2000,13500,11484000
Toyota Axio X 2016,Toyota,Axio,2018,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,24286,2204000
Toyota Esquire 2015,Toyota,Esquire,2018,2015,Automatic,MPV,"Hybrid, Octane",1800,85000,3190000
Toyota Corolla 2005,Toyota,Corolla,2014,2008,Automatic,Saloon,"CNG, Octane",1500,150000,1344000
Toyota Hiace GL 2016,Toyota,Hiace,2017,2016,Automatic,MPV,"Petrol, Octane",2000,43107,3422000
Toyota Axio x 2012,Toyota,Axio,2014,2012,Automatic,Saloon,"Petrol, CNG",1500,45000,1734200
Toyota Prado 2015,Toyota,Prado,2017,2015,Automatic,SUV / 4x4,"Petrol, Octane",2700,17968,11020000
Toyota RAV4 2005,Toyota,RAV4,2007,2005,Automatic,SUV / 4x4,"Petrol, Octane",2400,37318,2030000
Toyota Esquire 2016,Toyota,Esquire,2019,2016,Automatic,MPV,"Hybrid, Octane",1800,43107,3190000
Toyota Axio 2016,Toyota,Axio,2018,2016,Automatic,Saloon,"Hybrid, Octane",1500,56000,2088000
Toyota Harrier 2017,Toyota,Harrier,2019,2017,Automatic,SUV / 4x4,Hybrid,2000,20000,8468000
Nissan Bluebird 2006,Nissan,Bluebird,2008,2006,Automatic,Saloon,Octane,1500,77000,1218000
Toyota Premio F 2010,Toyota,Premio,2014,2010,Automatic,Saloon,Octane,1500,65000,2190000
Toyota Prado 2012,Toyota,Prado,2015,2012,Automatic,SUV / 4x4,Octane,2700,56000,7760000
Toyota Corolla X 2005,Toyota,Corolla,2005,2005,Automatic,Saloon,"CNG, Octane",1500,75460,1160000
Toyota Premio F 2010,Toyota,Premio,2014,2010,Automatic,Saloon,Octane,1500,65000,2190000
Toyota Corolla X 2010 2003,Toyota,Corolla,2010,2003,Automatic,Saloon,"CNG, Octane",1500,36000,995000
Mazda Axela 15S 2014,Mazda,Axela,2017,2014,Automatic,Saloon,"Octane, Other fuel type",1500,111000,2494000
Mitsubishi Lancer EX 2010,Mitsubishi,Lancer,2012,2010,Automatic,Saloon,Octane,1500,68000,1380400
Toyota Corolla X 2004,Toyota,Corolla,2009,2004,Automatic,Saloon,"CNG, Octane",1500,90000,1170000
Toyota Premio FEX 2019,Toyota,Premio,2023,2019,Automatic,Saloon,"Petrol, Octane",1500,5000,3921000
Toyota Starlet 1989,Toyota,Starlet,1992,1991,Manual,Hatchback,"Petrol, CNG",1300,169590,208800
Audi Q5 Quottro 2011,Audi,Q5,2011,2011,Automatic,SUV / 4x4,"Petrol, Octane",2000,21245,6380000
Toyota VITZ 2008,Toyota,Vitz,2010,2008,Automatic,Hatchback,"Petrol, Octane",1000,70000,986000
Toyota Prado diesel engine 2009,Toyota,Prado,2012,2009,Automatic,SUV / 4x4,Octane,3000,46521,5450000
Toyota Hiace dx 2003,Toyota,Hiace,2004,2003,Automatic,MPV,"CNG, Octane",2000,298521,371200
Toyota Premio F 2002,Toyota,Premio,2005,2002,Automatic,Saloon,"CNG, Octane",1500,218609,1392000
Toyota Corolla 2004,Toyota,Corolla,2006,2004,Automatic,Saloon,CNG,1500,70000,1102000
BMW 5 Series Premium Edition V8 2012,BMW,5 Series,2013,2012,Automatic,Saloon,Octane,2000,23000,5700000
Toyota TownAce 2003,Toyota,TownAce,2005,2003,Automatic,MPV,"Petrol, CNG, Octane",1800,99500,1264400
Toyota Allion G Plus 2018,Toyota,Allion,2020,2018,Automatic,Saloon,Octane,1500,22300,3800000
Honda Civic Wine 2018,Honda,Civic,2019,2018,Automatic,Saloon,Octane,1500,58259,4150000
Toyota Corolla 2003,Toyota,Corolla,2005,2003,Automatic,Saloon,Octane,1500,118164,1055600
Toyota Allion G 2009,Toyota,Allion,2013,2009,Automatic,Saloon,"CNG, Octane",1500,84000,1815400
Toyota Premio G Superior 2008,Toyota,Premio,2012,2008,Automatic,Saloon,"CNG, Octane",1500,73000,2050000
Toyota Hiace TRH GL 2011,Toyota,Hiace,2017,2011,Automatic,MPV,"CNG, Octane",2000,72400,2145000
Toyota Corolla 2007,Toyota,Corolla,2010,2007,Automatic,Saloon,"CNG, Octane",1500,90000,997600
Mitsubishi Lancer Ex sports car 2010,Mitsubishi,Lancer,2011,2010,Automatic,Saloon,Octane,1500,45000,1455000
Mitsubishi Lancer GLX 2010,Mitsubishi,Lancer,2010,2010,Automatic,Saloon,"Octane, LPG",1300,127000,1520000
Honda Vezel Z pack 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,55137,1950000
Toyota Corolla G 2006,Toyota,Corolla,2007,2006,Automatic,Saloon,"CNG, Octane",1500,76000,1264400
Honda Grace 2016,Honda,Grace,2019,2016,Automatic,Saloon,"Hybrid, Octane",1500,34450,1914000
Toyota Prado 2012,Toyota,Prado,2014,2012,Automatic,SUV / 4x4,"CNG, Octane",2700,41000,7840000
Toyota Premio F 2009,Toyota,Premio,2012,2009,Automatic,Saloon,Octane,1500,41000,1937200
BMW X7 Xdrive40i Pure 2022,BMW,X7,2022,2022,Automatic,Coupé/Sports,Octane,3000,1500,29900000
Hyundai Tucson 2010,Hyundai,Tucson,2013,2010,Automatic,SUV / 4x4,"Petrol, Octane",2000,46569,1856000
Toyota ist 2004,Toyota,ist,2006,2004,Automatic,Hatchback,"Petrol, CNG, Octane",1300,50000,887400
Toyota Kluger 2004,Toyota,Kluger,2009,2004,Automatic,SUV / 4x4,"CNG, Octane",2400,88000,1885000
Mitsubishi Pajero 2003,Mitsubishi,Pajero,2005,2003,Automatic,SUV / 4x4,Diesel,2500,155000,1774800
Honda CR-Z 2014,Honda,CR-Z,2015,2014,Automatic,SUV / 4x4,Hybrid,1500,17000,2030000
Toyota Fielder G 2013,Toyota,Fielder,2015,2013,Automatic,Estate,Hybrid,1500,35000,2378000
Kia Sportage 2006,Kia,Sportage,2010,2006,Automatic,SUV / 4x4,"Octane, CNG",2000,92000,1218000
Mercedes-Benz 2016,Mercedes-Benz,GLA-Class,2017,2016,Automatic,SUV / 4x4,Octane,1600,10000,6090000
Toyota Allion G 2016,Toyota,Allion,2021,2016,Automatic,Saloon,"Petrol, Octane",1500,28136,3054000
Nissan Sunny 2004,Nissan,Sunny,2006,2004,Automatic,Saloon,Octane,1500,78554,759800
Toyota Corolla 1989,Toyota,Corolla,1994,1990,Manual,Saloon,"CNG, Octane",1300,280000,278400
Toyota Aqua 2015,Toyota,Aqua,2016,2015,Automatic,Hatchback,Hybrid,1500,54000,1658800
Toyota Premio F 2016,Toyota,Premio,2022,2016,Automatic,Saloon,"CNG, Octane",1500,45000,3044000
Toyota Hiace GL ORGINAL DUAL AC 2018,Toyota,Hiace,2023,2018,Automatic,MPV,"Petrol, Octane",2000,42801,2980000
Hyundai H1 2010,Hyundai,H1,2013,2010,Automatic,MPV,Octane,2400,65432,1832800
Toyota Prado ENGINE TURBO 2014,Toyota,Prado,2016,2014,Automatic,SUV / 4x4,Octane,3000,32541,7950000
Toyota Crown 2003,Toyota,Crown,2007,2003,Automatic,Saloon,"CNG, Octane",1984,62300,1212200
Toyota Corolla X LTD 1.3L 2004,Toyota,Corolla,2009,2004,Automatic,Saloon,"Petrol, CNG, Octane",1331,71000,1020000
Toyota Noah AMBULANCE 2015,Toyota,Noah,2017,2015,Automatic,MPV,Octane,2000,45000,1716800
Toyota Noah X 2011,Toyota,Noah,2014,2011,Automatic,MPV,"Petrol, Octane",2000,52110,2528800
Nissan Carryboy pickup 2006,Nissan,Carryboy,2008,2006,Manual,SUV / 4x4,"Petrol, CNG",2400,97000,870000
Mitsubishi Lancer EX 2010,Mitsubishi,Lancer,2011,2010,Automatic,Saloon,Octane,1500,66489,1490000
Toyota Hiace 2005,Toyota,Hiace,2016,2010,Automatic,MPV,"CNG, Octane",2000,69000,1386200
Toyota Axio G 2013,Toyota,Axio,2015,2013,Automatic,Saloon,"Octane, LPG",1500,57285,1769000
Nissan Bluebird Shilpa 2008,Nissan,Bluebird,2009,2008,Automatic,Saloon,Octane,1500,62050,1340000
Toyota Corolla wargon 1999,Toyota,Corolla,2001,1999,Automatic,Saloon,"Petrol, CNG, Octane",1331,96352,400200
Toyota Noah X 2003,Toyota,Noah,2008,2003,Automatic,MPV,"Petrol, Octane, LPG",2000,78990,1158840
Toyota Noah X 2005,Toyota,Noah,2011,2005,Automatic,MPV,"CNG, Octane",2000,55000,1415200
Toyota Axio 2010,Toyota,Axio,2013,2010,Automatic,Saloon,"CNG, Octane",1500,58000,1502200
Nissan X-Trail 2016,Nissan,X-Trail,2018,2016,Automatic,Convertible,Octane,1500,67000,5417200
Toyota Premio F 2010,Toyota,Premio,2015,2010,Automatic,Saloon,"CNG, Octane",1500,87000,2256000
Toyota C-HR 2017,Toyota,C-HR,2020,2017,Automatic,SUV / 4x4,"Hybrid, Octane",1800,19005,3804805.8
Toyota Hiace 2016,Toyota,Hiace,2017,2016,Automatic,MPV,"Petrol, Octane",2000,39718,2668000
Toyota Hiace GL 2016,Toyota,Hiace,2022,2016,Automatic,MPV,"Petrol, Octane",2000,39807,3306000
Toyota Noah X SI 2008,Toyota,Noah,2011,2008,Automatic,MPV,"CNG, Octane",2000,63200,1853680
Toyota Corolla G 2004,Toyota,Corolla,2005,2004,Automatic,Saloon,"Petrol, CNG, Octane",1500,99750,1096200
